1	Antiques & Art 
2	Books 
3	Business, Office & Industrial 
4	Clothing & Accessories 
5	Coins 
6	Collectibles 
7	Computers 
8	Consumer Electronics 
9	Dolls & Bears 
10	Home & Garden 
11	Jewelry, Gems & Watches 
12	Movies & Television 
13	Music 
14	Photo 
15	Pottery & Glass 
16	Sports 
17	Stamps 
18	Tickets & Travel 
19	Toys & Hobbies 
20	Everything Else 
\.


